Area,Element,Item,Year,Unit,Value
Argentina,Area harvested,Asparagus,1961,ha,450
Argentina,Area harvested,Asparagus,1962,ha,495
Argentina,Area harvested,Asparagus,1963,ha,486
Argentina,Area harvested,Asparagus,1964,ha,473
Argentina,Area harvested,Asparagus,1965,ha,504
Argentina,Area harvested,Asparagus,1966,ha,520
Argentina,Area harvested,Asparagus,1967,ha,800
Argentina,Area harvested,Asparagus,1968,ha,810
Argentina,Area harvested,Asparagus,1969,ha,834
Argentina,Area harvested,Asparagus,1970,ha,840
Argentina,Area harvested,Asparagus,1971,ha,810
Argentina,Area harvested,Asparagus,1972,ha,860
Argentina,Area harvested,Asparagus,1973,ha,850
Argentina,Area harvested,Asparagus,1974,ha,883
Argentina,Area harvested,Asparagus,1975,ha,898
Argentina,Area harvested,Asparagus,1976,ha,880
Argentina,Area harvested,Asparagus,1977,ha,900
Argentina,Area harvested,Asparagus,1978,ha,900
Argentina,Area harvested,Asparagus,1979,ha,900
Argentina,Area harvested,Asparagus,1980,ha,960
Argentina,Area harvested,Asparagus,1981,ha,1000
Argentina,Area harvested,Asparagus,1982,ha,980
Argentina,Area harvested,Asparagus,1983,ha,940
Argentina,Area harvested,Asparagus,1984,ha,1070
Argentina,Area harvested,Asparagus,1985,ha,1080
Argentina,Area harvested,Asparagus,1986,ha,1055
Argentina,Area harvested,Asparagus,1987,ha,1100
Argentina,Area harvested,Asparagus,1988,ha,1150
Argentina,Area harvested,Asparagus,1989,ha,1150
Argentina,Area harvested,Asparagus,1990,ha,1152
Argentina,Area harvested,Asparagus,1991,ha,1200
Argentina,Area harvested,Asparagus,1992,ha,1250
Argentina,Area harvested,Asparagus,1993,ha,1286
Argentina,Area harvested,Asparagus,1994,ha,1300
Argentina,Area harvested,Asparagus,1995,ha,1400
Argentina,Area harvested,Asparagus,1996,ha,1500
Argentina,Area harvested,Asparagus,1997,ha,1504
Argentina,Area harvested,Asparagus,1998,ha,1556
Argentina,Area harvested,Asparagus,1999,ha,1700
Argentina,Area harvested,Asparagus,2000,ha,1658
Argentina,Area harvested,Asparagus,2001,ha,1704
Argentina,Area harvested,Asparagus,2002,ha,1800
Argentina,Area harvested,Asparagus,2003,ha,1850
Argentina,Area harvested,Asparagus,2004,ha,1783
Argentina,Area harvested,Asparagus,2005,ha,1864
Argentina,Area harvested,Asparagus,2006,ha,1790
Argentina,Area harvested,Asparagus,2007,ha,1800
Argentina,Area harvested,Asparagus,2008,ha,1998
Argentina,Area harvested,Asparagus,2009,ha,2121
Argentina,Area harvested,Asparagus,2010,ha,2227
Argentina,Area harvested,Asparagus,2011,ha,2339
Argentina,Area harvested,Asparagus,2012,ha,2650
Argentina,Area harvested,Asparagus,2013,ha,2555
Argentina,Area harvested,Asparagus,2014,ha,2574
Argentina,Area harvested,Asparagus,2015,ha,2662
Argentina,Area harvested,Asparagus,2016,ha,2739
Argentina,Area harvested,Asparagus,2017,ha,2804
Argentina,Area harvested,Asparagus,2018,ha,2869
Argentina,Area harvested,Asparagus,2019,ha,2934
Australia,Area harvested,Asparagus,1961,ha,1321
Australia,Area harvested,Asparagus,1962,ha,1426
Australia,Area harvested,Asparagus,1963,ha,1616
Australia,Area harvested,Asparagus,1964,ha,1646
Australia,Area harvested,Asparagus,1965,ha,1609
Australia,Area harvested,Asparagus,1966,ha,1711
Australia,Area harvested,Asparagus,1967,ha,1746
Australia,Area harvested,Asparagus,1968,ha,1679
Australia,Area harvested,Asparagus,1969,ha,1657
Australia,Area harvested,Asparagus,1970,ha,1876
Australia,Area harvested,Asparagus,1971,ha,1991
Australia,Area harvested,Asparagus,1972,ha,2450
Australia,Area harvested,Asparagus,1973,ha,2015
Australia,Area harvested,Asparagus,1974,ha,1798
Australia,Area harvested,Asparagus,1975,ha,2289
Australia,Area harvested,Asparagus,1976,ha,1637
Australia,Area harvested,Asparagus,1977,ha,1466
Australia,Area harvested,Asparagus,1978,ha,1470
Australia,Area harvested,Asparagus,1979,ha,1279
Australia,Area harvested,Asparagus,1980,ha,1100
Australia,Area harvested,Asparagus,1981,ha,950
Australia,Area harvested,Asparagus,1982,ha,1078
Australia,Area harvested,Asparagus,1983,ha,973
Australia,Area harvested,Asparagus,1984,ha,1165
Australia,Area harvested,Asparagus,1985,ha,1470
Australia,Area harvested,Asparagus,1986,ha,1650
Australia,Area harvested,Asparagus,1987,ha,1816
Australia,Area harvested,Asparagus,1988,ha,1967
Australia,Area harvested,Asparagus,1989,ha,1811
Australia,Area harvested,Asparagus,1990,ha,1424
Australia,Area harvested,Asparagus,1991,ha,1550
Australia,Area harvested,Asparagus,1992,ha,1519
Australia,Area harvested,Asparagus,1993,ha,1600
Australia,Area harvested,Asparagus,1994,ha,1700
Australia,Area harvested,Asparagus,1995,ha,1785
Australia,Area harvested,Asparagus,1996,ha,1877
Australia,Area harvested,Asparagus,1997,ha,2139
Australia,Area harvested,Asparagus,1998,ha,2005
Australia,Area harvested,Asparagus,1999,ha,2143
Australia,Area harvested,Asparagus,2000,ha,2997
Australia,Area harvested,Asparagus,2001,ha,2406
Australia,Area harvested,Asparagus,2002,ha,2363
Australia,Area harvested,Asparagus,2003,ha,2286
Australia,Area harvested,Asparagus,2004,ha,2245
Australia,Area harvested,Asparagus,2005,ha,2304
Australia,Area harvested,Asparagus,2006,ha,2056
Australia,Area harvested,Asparagus,2007,ha,1302
Australia,Area harvested,Asparagus,2008,ha,1604
Australia,Area harvested,Asparagus,2009,ha,1616
Australia,Area harvested,Asparagus,2010,ha,1787
Australia,Area harvested,Asparagus,2011,ha,2072
Australia,Area harvested,Asparagus,2012,ha,1893
Australia,Area harvested,Asparagus,2013,ha,1667
Australia,Area harvested,Asparagus,2014,ha,1645
Australia,Area harvested,Asparagus,2015,ha,1635
Australia,Area harvested,Asparagus,2016,ha,1564
Australia,Area harvested,Asparagus,2017,ha,1534
Australia,Area harvested,Asparagus,2018,ha,1516
Australia,Area harvested,Asparagus,2019,ha,1504
Austria,Area harvested,Asparagus,1961,ha,35
Austria,Area harvested,Asparagus,1962,ha,38
Austria,Area harvested,Asparagus,1963,ha,33
Austria,Area harvested,Asparagus,1964,ha,34
Austria,Area harvested,Asparagus,1965,ha,30
Austria,Area harvested,Asparagus,1966,ha,37
Austria,Area harvested,Asparagus,1967,ha,32
Austria,Area harvested,Asparagus,1968,ha,44
Austria,Area harvested,Asparagus,1969,ha,45
Austria,Area harvested,Asparagus,1970,ha,40
Austria,Area harvested,Asparagus,1971,ha,40
Austria,Area harvested,Asparagus,1972,ha,39
Austria,Area harvested,Asparagus,1973,ha,50
Austria,Area harvested,Asparagus,1974,ha,60
Austria,Area harvested,Asparagus,1975,ha,60
Austria,Area harvested,Asparagus,1976,ha,70
Austria,Area harvested,Asparagus,1977,ha,75
Austria,Area harvested,Asparagus,1978,ha,90
Austria,Area harvested,Asparagus,1979,ha,90
Austria,Area harvested,Asparagus,1980,ha,100
Austria,Area harvested,Asparagus,1981,ha,100
Austria,Area harvested,Asparagus,1982,ha,105
Austria,Area harvested,Asparagus,1983,ha,110
Austria,Area harvested,Asparagus,1984,ha,120
Austria,Area harvested,Asparagus,1985,ha,130
Austria,Area harvested,Asparagus,1986,ha,130
Austria,Area harvested,Asparagus,1987,ha,140
Austria,Area harvested,Asparagus,1988,ha,150
Austria,Area harvested,Asparagus,1989,ha,160
Austria,Area harvested,Asparagus,1990,ha,164
Austria,Area harvested,Asparagus,1991,ha,170
Austria,Area harvested,Asparagus,1992,ha,175
Austria,Area harvested,Asparagus,1993,ha,175
Austria,Area harvested,Asparagus,1994,ha,190
Austria,Area harvested,Asparagus,1995,ha,154
Austria,Area harvested,Asparagus,1996,ha,164
Austria,Area harvested,Asparagus,1997,ha,178
Austria,Area harvested,Asparagus,1998,ha,231
Austria,Area harvested,Asparagus,1999,ha,250
Austria,Area harvested,Asparagus,2000,ha,254
Austria,Area harvested,Asparagus,2001,ha,338
Austria,Area harvested,Asparagus,2002,ha,350
Austria,Area harvested,Asparagus,2003,ha,354
Austria,Area harvested,Asparagus,2004,ha,371
Austria,Area harvested,Asparagus,2005,ha,472
Austria,Area harvested,Asparagus,2006,ha,497
Austria,Area harvested,Asparagus,2007,ha,507
Austria,Area harvested,Asparagus,2008,ha,470
Austria,Area harvested,Asparagus,2009,ha,480
Austria,Area harvested,Asparagus,2010,ha,488
Austria,Area harvested,Asparagus,2011,ha,506
Austria,Area harvested,Asparagus,2012,ha,601
Austria,Area harvested,Asparagus,2013,ha,610
Austria,Area harvested,Asparagus,2014,ha,617
Austria,Area harvested,Asparagus,2015,ha,629
Austria,Area harvested,Asparagus,2016,ha,805
Austria,Area harvested,Asparagus,2017,ha,813
Austria,Area harvested,Asparagus,2018,ha,820
Austria,Area harvested,Asparagus,2019,ha,830
Belgium,Area harvested,Asparagus,2000,ha,128
Belgium,Area harvested,Asparagus,2001,ha,140
Belgium,Area harvested,Asparagus,2002,ha,149
Belgium,Area harvested,Asparagus,2003,ha,160
Belgium,Area harvested,Asparagus,2004,ha,160
Belgium,Area harvested,Asparagus,2005,ha,160
Belgium,Area harvested,Asparagus,2006,ha,141
Belgium,Area harvested,Asparagus,2007,ha,156
Belgium,Area harvested,Asparagus,2008,ha,171
Belgium,Area harvested,Asparagus,2009,ha,174
Belgium,Area harvested,Asparagus,2010,ha,200
Belgium,Area harvested,Asparagus,2011,ha,200
Belgium,Area harvested,Asparagus,2012,ha,300
Belgium,Area harvested,Asparagus,2013,ha,366
Belgium,Area harvested,Asparagus,2014,ha,400
Belgium,Area harvested,Asparagus,2015,ha,478
Belgium,Area harvested,Asparagus,2016,ha,573
Belgium,Area harvested,Asparagus,2017,ha,587
Belgium,Area harvested,Asparagus,2018,ha,650
Belgium,Area harvested,Asparagus,2019,ha,660
Belgium-Luxembourg,Area harvested,Asparagus,1961,ha,605
Belgium-Luxembourg,Area harvested,Asparagus,1962,ha,591
Belgium-Luxembourg,Area harvested,Asparagus,1963,ha,574
Belgium-Luxembourg,Area harvested,Asparagus,1964,ha,513
Belgium-Luxembourg,Area harvested,Asparagus,1965,ha,425
Belgium-Luxembourg,Area harvested,Asparagus,1966,ha,365
Belgium-Luxembourg,Area harvested,Asparagus,1967,ha,286
Belgium-Luxembourg,Area harvested,Asparagus,1968,ha,238
Belgium-Luxembourg,Area harvested,Asparagus,1969,ha,221
Belgium-Luxembourg,Area harvested,Asparagus,1970,ha,220
Belgium-Luxembourg,Area harvested,Asparagus,1971,ha,202
Belgium-Luxembourg,Area harvested,Asparagus,1972,ha,187
Belgium-Luxembourg,Area harvested,Asparagus,1973,ha,186
Belgium-Luxembourg,Area harvested,Asparagus,1974,ha,182
Belgium-Luxembourg,Area harvested,Asparagus,1975,ha,171
Belgium-Luxembourg,Area harvested,Asparagus,1976,ha,200
Belgium-Luxembourg,Area harvested,Asparagus,1977,ha,180
Belgium-Luxembourg,Area harvested,Asparagus,1978,ha,160
Belgium-Luxembourg,Area harvested,Asparagus,1979,ha,150
Belgium-Luxembourg,Area harvested,Asparagus,1980,ha,140
Belgium-Luxembourg,Area harvested,Asparagus,1981,ha,130
Belgium-Luxembourg,Area harvested,Asparagus,1982,ha,84
Belgium-Luxembourg,Area harvested,Asparagus,1983,ha,81
Belgium-Luxembourg,Area harvested,Asparagus,1984,ha,150
Belgium-Luxembourg,Area harvested,Asparagus,1985,ha,170
Belgium-Luxembourg,Area harvested,Asparagus,1986,ha,180
Belgium-Luxembourg,Area harvested,Asparagus,1987,ha,200
Belgium-Luxembourg,Area harvested,Asparagus,1988,ha,200
Belgium-Luxembourg,Area harvested,Asparagus,1989,ha,200
Belgium-Luxembourg,Area harvested,Asparagus,1990,ha,300
Belgium-Luxembourg,Area harvested,Asparagus,1991,ha,300
Belgium-Luxembourg,Area harvested,Asparagus,1992,ha,300
Belgium-Luxembourg,Area harvested,Asparagus,1993,ha,350
Belgium-Luxembourg,Area harvested,Asparagus,1994,ha,350
Belgium-Luxembourg,Area harvested,Asparagus,1995,ha,350
Belgium-Luxembourg,Area harvested,Asparagus,1996,ha,200
Belgium-Luxembourg,Area harvested,Asparagus,1997,ha,200
Belgium-Luxembourg,Area harvested,Asparagus,1998,ha,200
Belgium-Luxembourg,Area harvested,Asparagus,1999,ha,135
Bhutan,Area harvested,Asparagus,1991,ha,
Bhutan,Area harvested,Asparagus,1992,ha,
Bhutan,Area harvested,Asparagus,1993,ha,
Bhutan,Area harvested,Asparagus,1994,ha,
Bhutan,Area harvested,Asparagus,1995,ha,
Bhutan,Area harvested,Asparagus,1996,ha,
Bhutan,Area harvested,Asparagus,1997,ha,
Bhutan,Area harvested,Asparagus,1998,ha,
Bhutan,Area harvested,Asparagus,1999,ha,
Bhutan,Area harvested,Asparagus,2000,ha,
Bhutan,Area harvested,Asparagus,2001,ha,
Bhutan,Area harvested,Asparagus,2002,ha,
Bhutan,Area harvested,Asparagus,2003,ha,
Bhutan,Area harvested,Asparagus,2004,ha,
Bhutan,Area harvested,Asparagus,2005,ha,
Bhutan,Area harvested,Asparagus,2006,ha,
Bhutan,Area harvested,Asparagus,2007,ha,
Bhutan,Area harvested,Asparagus,2008,ha,
Bhutan,Area harvested,Asparagus,2009,ha,
Bhutan,Area harvested,Asparagus,2010,ha,
Bhutan,Area harvested,Asparagus,2011,ha,
Bhutan,Area harvested,Asparagus,2012,ha,
Bhutan,Area harvested,Asparagus,2013,ha,
Bhutan,Area harvested,Asparagus,2014,ha,
Bhutan,Area harvested,Asparagus,2015,ha,
Bhutan,Area harvested,Asparagus,2016,ha,169
Bhutan,Area harvested,Asparagus,2017,ha,81
Bhutan,Area harvested,Asparagus,2018,ha,62
Bhutan,Area harvested,Asparagus,2019,ha,107
Bulgaria,Area harvested,Asparagus,1961,ha,
Bulgaria,Area harvested,Asparagus,1962,ha,
Bulgaria,Area harvested,Asparagus,1963,ha,
Bulgaria,Area harvested,Asparagus,1964,ha,
Bulgaria,Area harvested,Asparagus,1965,ha,
Bulgaria,Area harvested,Asparagus,1966,ha,
Bulgaria,Area harvested,Asparagus,1967,ha,
Bulgaria,Area harvested,Asparagus,1968,ha,
Bulgaria,Area harvested,Asparagus,1969,ha,
Bulgaria,Area harvested,Asparagus,1970,ha,
Bulgaria,Area harvested,Asparagus,1971,ha,
Bulgaria,Area harvested,Asparagus,1972,ha,
Bulgaria,Area harvested,Asparagus,1973,ha,
Bulgaria,Area harvested,Asparagus,1974,ha,
Bulgaria,Area harvested,Asparagus,1975,ha,
Bulgaria,Area harvested,Asparagus,1976,ha,
Bulgaria,Area harvested,Asparagus,1977,ha,
Bulgaria,Area harvested,Asparagus,1978,ha,
Bulgaria,Area harvested,Asparagus,1979,ha,
Bulgaria,Area harvested,Asparagus,1980,ha,
Bulgaria,Area harvested,Asparagus,1981,ha,
Bulgaria,Area harvested,Asparagus,1982,ha,
Bulgaria,Area harvested,Asparagus,1983,ha,
Bulgaria,Area harvested,Asparagus,1984,ha,
Bulgaria,Area harvested,Asparagus,1985,ha,
Bulgaria,Area harvested,Asparagus,1986,ha,
Bulgaria,Area harvested,Asparagus,1987,ha,
Bulgaria,Area harvested,Asparagus,1988,ha,
Bulgaria,Area harvested,Asparagus,1989,ha,
Bulgaria,Area harvested,Asparagus,1990,ha,
Bulgaria,Area harvested,Asparagus,1991,ha,
Bulgaria,Area harvested,Asparagus,1992,ha,
Bulgaria,Area harvested,Asparagus,1993,ha,
Bulgaria,Area harvested,Asparagus,1994,ha,1050
Bulgaria,Area harvested,Asparagus,1995,ha,1523
Bulgaria,Area harvested,Asparagus,1996,ha,1500
Bulgaria,Area harvested,Asparagus,1997,ha,1500
Bulgaria,Area harvested,Asparagus,1998,ha,2313
Bulgaria,Area harvested,Asparagus,1999,ha,2400
Bulgaria,Area harvested,Asparagus,2000,ha,2200
Bulgaria,Area harvested,Asparagus,2001,ha,2400
Bulgaria,Area harvested,Asparagus,2002,ha,2200
Bulgaria,Area harvested,Asparagus,2003,ha,2148
Bulgaria,Area harvested,Asparagus,2004,ha,2168
Bulgaria,Area harvested,Asparagus,2005,ha,2184
Bulgaria,Area harvested,Asparagus,2006,ha,2300
Bulgaria,Area harvested,Asparagus,2007,ha,2200
Bulgaria,Area harvested,Asparagus,2008,ha,1802
Bulgaria,Area harvested,Asparagus,2009,ha,1087
Bulgaria,Area harvested,Asparagus,2010,ha,1125
Bulgaria,Area harvested,Asparagus,2011,ha,1872
Bulgaria,Area harvested,Asparagus,2012,ha,1841
Bulgaria,Area harvested,Asparagus,2013,ha,1824
Bulgaria,Area harvested,Asparagus,2014,ha,1796
Bulgaria,Area harvested,Asparagus,2015,ha,1281
Bulgaria,Area harvested,Asparagus,2016,ha,1127
Bulgaria,Area harvested,Asparagus,2017,ha,1096
Canada,Area harvested,Asparagus,1961,ha,1860
Canada,Area harvested,Asparagus,1962,ha,1920
Canada,Area harvested,Asparagus,1963,ha,1740
Canada,Area harvested,Asparagus,1964,ha,1540
Canada,Area harvested,Asparagus,1965,ha,1546
Canada,Area harvested,Asparagus,1966,ha,1546
Canada,Area harvested,Asparagus,1967,ha,1403
Canada,Area harvested,Asparagus,1968,ha,1227
Canada,Area harvested,Asparagus,1969,ha,1198
Canada,Area harvested,Asparagus,1970,ha,1279
Canada,Area harvested,Asparagus,1971,ha,1271
Canada,Area harvested,Asparagus,1972,ha,1453
Canada,Area harvested,Asparagus,1973,ha,1493
Canada,Area harvested,Asparagus,1974,ha,1530
Canada,Area harvested,Asparagus,1975,ha,1562
Canada,Area harvested,Asparagus,1976,ha,1658
Canada,Area harvested,Asparagus,1977,ha,1458
Canada,Area harvested,Asparagus,1978,ha,1393
Canada,Area harvested,Asparagus,1979,ha,1507
Canada,Area harvested,Asparagus,1980,ha,1502
Canada,Area harvested,Asparagus,1981,ha,1585
Canada,Area harvested,Asparagus,1982,ha,1476
Canada,Area harvested,Asparagus,1983,ha,1950
Canada,Area harvested,Asparagus,1984,ha,2042
Canada,Area harvested,Asparagus,1985,ha,2225
Canada,Area harvested,Asparagus,1986,ha,2362
Canada,Area harvested,Asparagus,1987,ha,2280
Canada,Area harvested,Asparagus,1988,ha,2073
Canada,Area harvested,Asparagus,1989,ha,1984
Canada,Area harvested,Asparagus,1990,ha,1797
Canada,Area harvested,Asparagus,1991,ha,1683
Canada,Area harvested,Asparagus,1992,ha,1628
Canada,Area harvested,Asparagus,1993,ha,1481
Canada,Area harvested,Asparagus,1994,ha,1450
Canada,Area harvested,Asparagus,1995,ha,1362
Canada,Area harvested,Asparagus,1996,ha,1199
Canada,Area harvested,Asparagus,1997,ha,1253
Canada,Area harvested,Asparagus,1998,ha,1110
Canada,Area harvested,Asparagus,1999,ha,1221
Canada,Area harvested,Asparagus,2000,ha,1245
Canada,Area harvested,Asparagus,2001,ha,1280
Canada,Area harvested,Asparagus,2002,ha,1228
Canada,Area harvested,Asparagus,2003,ha,1281
Canada,Area harvested,Asparagus,2004,ha,1398
Canada,Area harvested,Asparagus,2005,ha,1386
Canada,Area harvested,Asparagus,2006,ha,1475
Canada,Area harvested,Asparagus,2007,ha,1635
Canada,Area harvested,Asparagus,2008,ha,1643
Canada,Area harvested,Asparagus,2009,ha,1860
Canada,Area harvested,Asparagus,2010,ha,1693
Canada,Area harvested,Asparagus,2011,ha,1614
Canada,Area harvested,Asparagus,2012,ha,1724
Canada,Area harvested,Asparagus,2013,ha,1771
Canada,Area harvested,Asparagus,2014,ha,1899
Canada,Area harvested,Asparagus,2015,ha,1970
Canada,Area harvested,Asparagus,2016,ha,2019
Canada,Area harvested,Asparagus,2017,ha,2029
Canada,Area harvested,Asparagus,2018,ha,2012
Canada,Area harvested,Asparagus,2019,ha,2159
Chile,Area harvested,Asparagus,1982,ha,300
Chile,Area harvested,Asparagus,1983,ha,600
Chile,Area harvested,Asparagus,1984,ha,1100
Chile,Area harvested,Asparagus,1985,ha,1100
Chile,Area harvested,Asparagus,1986,ha,1600
Chile,Area harvested,Asparagus,1987,ha,2100
Chile,Area harvested,Asparagus,1988,ha,2500
Chile,Area harvested,Asparagus,1989,ha,3600
Chile,Area harvested,Asparagus,1990,ha,4786
Chile,Area harvested,Asparagus,1991,ha,5940
Chile,Area harvested,Asparagus,1992,ha,4638
Chile,Area harvested,Asparagus,1993,ha,4238
Chile,Area harvested,Asparagus,1994,ha,3871
Chile,Area harvested,Asparagus,1995,ha,4106
Chile,Area harvested,Asparagus,1996,ha,4105
Chile,Area harvested,Asparagus,1997,ha,4150
Chile,Area harvested,Asparagus,1998,ha,4085
Chile,Area harvested,Asparagus,1999,ha,4183
Chile,Area harvested,Asparagus,2000,ha,3943
Chile,Area harvested,Asparagus,2001,ha,4000
Chile,Area harvested,Asparagus,2002,ha,4030
Chile,Area harvested,Asparagus,2003,ha,4070
Chile,Area harvested,Asparagus,2004,ha,4100
Chile,Area harvested,Asparagus,2005,ha,4200
Chile,Area harvested,Asparagus,2006,ha,4300
Chile,Area harvested,Asparagus,2007,ha,2215
Chile,Area harvested,Asparagus,2008,ha,2500
Chile,Area harvested,Asparagus,2009,ha,2936
Chile,Area harvested,Asparagus,2010,ha,2759
Chile,Area harvested,Asparagus,2011,ha,2701
Chile,Area harvested,Asparagus,2012,ha,2396
Chile,Area harvested,Asparagus,2013,ha,2305
Chile,Area harvested,Asparagus,2014,ha,2103
Chile,Area harvested,Asparagus,2015,ha,1907
Chile,Area harvested,Asparagus,2016,ha,1957
Chile,Area harvested,Asparagus,2017,ha,1766
Chile,Area harvested,Asparagus,2018,ha,1921
Chile,Area harvested,Asparagus,2019,ha,2102
China,Area harvested,Asparagus,1961,ha,520000
China,Area harvested,Asparagus,1962,ha,375000
China,Area harvested,Asparagus,1963,ha,320000
China,Area harvested,Asparagus,1964,ha,290270
China,Area harvested,Asparagus,1965,ha,299553
China,Area harvested,Asparagus,1966,ha,290877
China,Area harvested,Asparagus,1967,ha,288002
China,Area harvested,Asparagus,1968,ha,281385
China,Area harvested,Asparagus,1969,ha,283315
China,Area harvested,Asparagus,1970,ha,186588
China,Area harvested,Asparagus,1971,ha,217456
China,Area harvested,Asparagus,1972,ha,210918
China,Area harvested,Asparagus,1973,ha,236146
China,Area harvested,Asparagus,1974,ha,227355
China,Area harvested,Asparagus,1975,ha,237384
China,Area harvested,Asparagus,1976,ha,232936
China,Area harvested,Asparagus,1977,ha,243741
China,Area harvested,Asparagus,1978,ha,272567
China,Area harvested,Asparagus,1979,ha,268475
China,Area harvested,Asparagus,1980,ha,262428
China,Area harvested,Asparagus,1981,ha,282369
China,Area harvested,Asparagus,1982,ha,311236
China,Area harvested,Asparagus,1983,ha,309500
China,Area harvested,Asparagus,1984,ha,309400
China,Area harvested,Asparagus,1985,ha,309903
China,Area harvested,Asparagus,1986,ha,339326
China,Area harvested,Asparagus,1987,ha,367120
China,Area harvested,Asparagus,1988,ha,376419
China,Area harvested,Asparagus,1989,ha,405249
China,Area harvested,Asparagus,1990,ha,433190
China,Area harvested,Asparagus,1991,ha,472437
China,Area harvested,Asparagus,1992,ha,451755
China,Area harvested,Asparagus,1993,ha,551525
China,Area harvested,Asparagus,1994,ha,571471
China,Area harvested,Asparagus,1995,ha,611420
China,Area harvested,Asparagus,1996,ha,681523
China,Area harvested,Asparagus,1997,ha,701564
China,Area harvested,Asparagus,1998,ha,726484
China,Area harvested,Asparagus,1999,ha,781541
China,Area harvested,Asparagus,2000,ha,911562
China,Area harvested,Asparagus,2001,ha,961538
China,Area harvested,Asparagus,2002,ha,1041430
China,Area harvested,Asparagus,2003,ha,1081253
China,Area harvested,Asparagus,2004,ha,1151149
China,Area harvested,Asparagus,2005,ha,1161051
China,Area harvested,Asparagus,2006,ha,1200871
China,Area harvested,Asparagus,2007,ha,1250733
China,Area harvested,Asparagus,2008,ha,1265685
China,Area harvested,Asparagus,2009,ha,1270635
China,Area harvested,Asparagus,2010,ha,1280576
China,Area harvested,Asparagus,2011,ha,1320585
China,Area harvested,Asparagus,2012,ha,1350614
China,Area harvested,Asparagus,2013,ha,1330608
China,Area harvested,Asparagus,2014,ha,1335684
China,Area harvested,Asparagus,2015,ha,1391167
China,Area harvested,Asparagus,2016,ha,1417314
China,Area harvested,Asparagus,2017,ha,1435530
China,Area harvested,Asparagus,2018,ha,1453462
China,Area harvested,Asparagus,2019,ha,1471127
"China, mainland",Area harvested,Asparagus,1961,ha,520000
"China, mainland",Area harvested,Asparagus,1962,ha,375000
"China, mainland",Area harvested,Asparagus,1963,ha,320000
"China, mainland",Area harvested,Asparagus,1964,ha,290000
"China, mainland",Area harvested,Asparagus,1965,ha,290000
"China, mainland",Area harvested,Asparagus,1966,ha,280000
"China, mainland",Area harvested,Asparagus,1967,ha,280000
"China, mainland",Area harvested,Asparagus,1968,ha,275000
"China, mainland",Area harvested,Asparagus,1969,ha,275000
"China, mainland",Area harvested,Asparagus,1970,ha,174000
"China, mainland",Area harvested,Asparagus,1971,ha,200000
"China, mainland",Area harvested,Asparagus,1972,ha,195000
"China, mainland",Area harvested,Asparagus,1973,ha,220000
"China, mainland",Area harvested,Asparagus,1974,ha,210000
"China, mainland",Area harvested,Asparagus,1975,ha,220000
"China, mainland",Area harvested,Asparagus,1976,ha,220000
"China, mainland",Area harvested,Asparagus,1977,ha,230000
"China, mainland",Area harvested,Asparagus,1978,ha,260000
"China, mainland",Area harvested,Asparagus,1979,ha,255000
"China, mainland",Area harvested,Asparagus,1980,ha,250000
"China, mainland",Area harvested,Asparagus,1981,ha,270000
"China, mainland",Area harvested,Asparagus,1982,ha,300000
"China, mainland",Area harvested,Asparagus,1983,ha,300000
"China, mainland",Area harvested,Asparagus,1984,ha,300000
"China, mainland",Area harvested,Asparagus,1985,ha,300000
"China, mainland",Area harvested,Asparagus,1986,ha,330000
"China, mainland",Area harvested,Asparagus,1987,ha,360000
"China, mainland",Area harvested,Asparagus,1988,ha,370000
"China, mainland",Area harvested,Asparagus,1989,ha,400000
"China, mainland",Area harvested,Asparagus,1990,ha,430000
"China, mainland",Area harvested,Asparagus,1991,ha,470000
"China, mainland",Area harvested,Asparagus,1992,ha,450000
"China, mainland",Area harvested,Asparagus,1993,ha,550000
"China, mainland",Area harvested,Asparagus,1994,ha,570000
"China, mainland",Area harvested,Asparagus,1995,ha,610000
"China, mainland",Area harvested,Asparagus,1996,ha,680000
"China, mainland",Area harvested,Asparagus,1997,ha,700000
"China, mainland",Area harvested,Asparagus,1998,ha,725000
"China, mainland",Area harvested,Asparagus,1999,ha,780000
"China, mainland",Area harvested,Asparagus,2000,ha,910000
"China, mainland",Area harvested,Asparagus,2001,ha,960000
"China, mainland",Area harvested,Asparagus,2002,ha,1040000
"China, mainland",Area harvested,Asparagus,2003,ha,1080000
"China, mainland",Area harvested,Asparagus,2004,ha,1150000
"China, mainland",Area harvested,Asparagus,2005,ha,1160000
"China, mainland",Area harvested,Asparagus,2006,ha,1200000
"China, mainland",Area harvested,Asparagus,2007,ha,1250000
"China, mainland",Area harvested,Asparagus,2008,ha,1265000
"China, mainland",Area harvested,Asparagus,2009,ha,1270000
"China, mainland",Area harvested,Asparagus,2010,ha,1280000
"China, mainland",Area harvested,Asparagus,2011,ha,1320000
"China, mainland",Area harvested,Asparagus,2012,ha,1350000
"China, mainland",Area harvested,Asparagus,2013,ha,1330000
"China, mainland",Area harvested,Asparagus,2014,ha,1335107
"China, mainland",Area harvested,Asparagus,2015,ha,1390592
"China, mainland",Area harvested,Asparagus,2016,ha,1416871
"China, mainland",Area harvested,Asparagus,2017,ha,1435072
"China, mainland",Area harvested,Asparagus,2018,ha,1452993
"China, mainland",Area harvested,Asparagus,2019,ha,1470639
"China, Taiwan Province of",Area harvested,Asparagus,1964,ha,270
"China, Taiwan Province of",Area harvested,Asparagus,1965,ha,9553
"China, Taiwan Province of",Area harvested,Asparagus,1966,ha,10877
